directorio_hog,ingreso,gasto
20604601,790000,307449.895833333
20604701,2400000,3488526
20604801,916416.666666667,836416.666666667
20604901,7710000,7091681.44444444
20605001,2290538,2541392.25
20605101,1150416.66666667,1856033.33333333
20605201,2167083.33333333,2033283.33333333
20605301,1600000,2578567.27777778
20605401,1000000,2703862.83333333
20605501,3070000,3416000
20605601,2600000,3582816.66666667
20605701,680000,1480566.66666667
20605801,7634333.33333333,6408185.91666667
20605901,7236592,4244337.87333333
20606001,7026666.66666667,4540552.19444444
20606101,1942166.58333333,1482213.33333333
20606201,12418333.3333333,5963090.58333333
20606401,1928000,2308019.94444444
20606501,6000000,5623281.86111111
20606601,1550000,1558249.11111111
20609801,500000,768700
20609901,1242000,1020333.33333333
20610001,3223000,2621452
20610101,1400000,1463733.33333333
20610201,550000,1504466
20610401,779583.333333333,671200
20610501,145000,591095.555555556
20610601,3805000,2650600.33333333
20610701,2300000,1732647.91666667
20610801,1500000,1863811.08333333
20610901,1123000,945520.416666667
20611001,2300000,2265900
20611101,3600000,2560033.33333333
20611201,1756666.66666667,1644305.66666667
20611301,5992500,4517466.66666667
20611401,3320833.33333333,4892166.66666667
20611501,600000,1738714.75
20611601,1389536.33333333,2055456.36
20611701,3004166.66666667,3504066.66666667
20611901,1376666.66666667,2522429.33333333
20612001,200000,2645000
20612101,9928333.33333333,6700033.33333333
20612301,856000,909433.333333333
20612401,1019000,1683758.33333333
20612501,1812500,1554500
20612601,NA,1704640
20612701,3376666.66666667,3131041.66666667
20612801,1200000,2156266.66666667
20612901,850000,1450166.66666667
20613001,200000,705500
20613101,1718833.33333333,2053610
20613201,2184333.33333333,1115309.66666667
20613301,650000,860666.666666667
20613401,1150000,4401063.66666667
20613501,1030000,877783.333333333
20613601,2513666.66666667,1950965.91666667
20613701,4548333.33333333,2974000
20613801,880000,575616.666666667
20613901,140000,378166.666666667
20614001,3445000,3649250
20614101,700000,688833.333333333
20614201,1265000,1204350
20614301,1000000,851666.666666667
20614302,300000,320000
20614401,340000,705200
20614501,300000,336166.666666667
20614601,2360666.66666667,1844686.66666667
20614701,1441666.66666667,1220583.33333333
20614801,1389000,1501050
20614901,2110000,1801433.33333333
20615001,964166.666666667,923948.833333333
20615101,1160000,1822309.5
20615201,2760833.33333333,1809183.33333333
20615401,4616666.66666667,2872801.5
20615501,2672916.66666667,2065708.33333333
20615502,1100000,463500
20615601,1600000,1169542.91666667
20615701,885000,1149717.58333333
20615801,880000,1003333.33333333
20616001,850000,983250
20616101,1581750,1705724.5
20616201,1035500,1153113.5
20616301,4750000,4236972.16666667
20616401,1998333.33333333,2108733.33333333
20616501,1146600,1956731.77777778
20616601,9733333.33333333,6882627.66666667
20616701,900000,4259813.08333333
20616801,6075233.33333333,5181610.44444444
20616901,4053100,3344025
20617001,1500000,2701228.94444444
20617101,3690000,2915335.69444444
20617201,3000000,4699333.33333333
20617601,435600,1179729.95833333
20617901,600000,1431729.95833333
20618001,2100000,1453333.33333333
20618101,5285000,3808998.66666667
20618201,4200000,4198718.5
20618401,3353000,4438510.16666667
20618601,2400000,2056717.22222222
20618701,1441166.66666667,1541116.66666667
20618901,1399653.33333333,1696723.33333333
20619001,308333.333333333,595956.666666667
20622201,3311333.33333333,3868879.33333333
20622301,1800000,1701719.77777778
20622401,1508333.33333333,2977200
20622701,900000,1463000
20622801,1250000,940633.333333333
20622901,8425000,15385113.0833333
20623001,4270333.33333333,4570206.66666667
20623201,590000,888833.333333333
20623301,3857000,3443207.44444444
20623601,2971666.66666667,2547549.66666667
20623701,2200000,1531866.66666667
20623901,1600000,2219226.47222222
20624001,1441666.66666667,913750
20624101,1441666.66666667,962272.194444444
20624201,2000000,1712400
20624301,750000,1989000
20624401,3481583.33333333,3015833.33333333
20624601,353333,1777833.33333333
20624701,2529000,1515221
20624801,1782083.08333333,2363100
20625201,1011664.66666667,3679487.91666667
20625301,1336000,1005166.66666667
20625401,250000,1884666.66666667
20625601,900000,765859
20625701,300000,191500
20625702,1107500,1649808.33333333
20625801,885600,2057800
20625901,910000,1602500
20626001,766833.333333333,969032.333333333
20626101,1301166.66666667,2581100
20626201,1040250,1641391.66666667
20626301,690833.333333333,1038710.5
20626401,708333.333333333,1305833.33333333
20626501,416666.666666667,3169008.33333333
20626601,100000,480508.333333333
20626701,500000,634254.666666667
20626801,1102166.66666667,733843.916666667
20626901,300000,552677
20627001,1135000,735500
20627101,1000000,1279583.33333333
20627201,100000,343066.666666667
20627301,606666.666666667,800354.916666667
20627401,1191666.66666667,1954324.66666667
20627501,1502000,1149466.66666667
20627601,850000,1864095
20627701,1237166.66666667,1111283.33333333
20627801,1186333.33333333,1316250.16666667
20627901,2431833.33333333,3300139.83333333
20628401,1800000,2035063.66666667
20628501,9841666.66666667,3364844.94444444
20628601,NA,164000
20628701,4883333.33333333,3913193.66666667
20629001,500000,1639583.33333333
20629002,716666.666666667,922000
20629101,7202666.66666667,6236167.5
20629501,4000000,3757666.66666667
20629601,3500000,6087498.83333333
20629701,4250000,3419665.83333333
20629801,1491000,3765646.83333333
20629901,9295000,4121235.16666667
20630001,1501666.66666667,1999961.83333333
20630101,6081666.66666667,4337183.83333333
20630201,3700000,3137835.16666667
20630301,4600000,1873065.33333333
20631101,3200000,3617819.33333333
20631201,4261666.66666667,4520083.5
20631301,NA,1291000
20631401,3369000,3306798.16666667
20634601,700833.25,1518752.45833333
20634801,NA,1040246.33333333
20634901,50000,2683400
20635001,350833.25,842204.444444444
20635002,616000,904500
20635201,1262625,1662395.83333333
20635401,1808083.33333333,2026250
20635501,735833.25,629000
20635701,2922000,2634698.36111111
20635901,2510000,3062300
20636001,1182583.33333333,3289015.19444444
20636101,1426416.58333333,2160889.75
20636201,1917583.33333333,1508046.08333333
20637101,1041666.66666667,1737141.19444444
20637601,5192500,2725573.33333333
20637701,300000,1385366.66666667
20640901,1550000,3616118.19444444
20641101,22500000,12984894.75
20641201,625000,1230166.66666667
20641301,83333.3333333333,1291833.33333333
20641401,5700000,5891633.83333333
20641501,722500,1106666.66666667
20641601,4325333.33333333,3588127
20641801,7500000,8247377.83333333
20641901,608416.666666667,1068666.66666667
20642001,881208.333333333,1128746.66666667
20642101,800000,1927318.5
20642201,4550000,3950657.77777778
20642301,4926500,5058283.19444444
20642401,2100000,3635513.16666667
20642501,2600833.25,2938280.66666667
20642601,2200000,3042933.33333333
20642701,2979583.33333333,2575255.08333333
20642801,2049166.66666667,2390366.66666667
20642901,1500000,1492333.33333333
20643001,5625000,4745000
20643101,8200000,4682748
20643301,NA,1375833.33333333
20643401,100000,2832739.83333333
20643501,1650000,2125707.83333333
20643601,1670000,2760903.66666667
20643701,6291666.66666667,5408338
20643801,7233333.33333333,7124587.33333333
20645501,969583.333333333,3535708.33333333
20645701,925000,2725166.66666667
20645801,648333.333333333,798464.166666667
20645901,2459041.66666667,2143888.16666667
20646101,1290000,2048235
20647001,1634166.66666667,1935710.25
20647101,466666.666666667,668800
20647201,400000,509333.333333333
20647301,530000,1096583.33333333
20647401,4121666.5,3718916.66666667
20648001,6608333.33333333,6132306.77777778
20648501,911500,1688822.27777778
20648601,651666.5,604666.777777778
20648701,602499.75,3069149.52777778
20648801,400000,267602.416666667
20649001,730000,515000
20649101,1801666.5,1776333.33333333
20649201,530833.25,739666.666666667
20649301,102500,449166.666666667
20649401,900000,1293310
20649501,844291.666666667,864891.666666667
20649601,450000,1257333.33333333
20649701,58333.3333333333,843097.083333333
20649801,1015000,1421645.41666667
20653201,5169999,4076182.83333333
20653301,2600000,5496577.66666667
20653401,3500000,3131628.16666667
20653501,7968750,9820615.66666667
20653601,5762500,4684735.16666667
20653701,7386666.66666667,7199100.5
20654001,1583333.33333333,7237446.33333333
20654101,5929166.66666667,3992144.16666667
20654201,800000,2162846.875
20654401,9243333.33333333,7721500
20654601,3494333.33333333,3659204.66666667
20654701,4000000,3409231.16666667
20654801,5319183.33333333,8603395
20654901,13179166.6666667,5892842.66666667
20655001,5288833.33333333,9893432.5
20655101,1296000,1234800
20655201,3291666.66666667,2693976.16666667
20655301,739853.333333333,500408.333333333
20655401,2600000,6151584.33333333
20655501,5409999,4649033.33333333
20655701,3826666.66666667,4359927.875
20655801,3306416.66666667,3523685
20655901,2351333.33333333,2488118.66666667
20656001,7600000,7604884.91666667
20659401,500000,1330988.25
20659501,NA,2102421.33333333
20659701,NA,567458.333333333
20659801,3900000,3130920
20659802,884000,1712856.66666667
20659901,550000,2311869.44444444
20660001,371233.333333333,1809476.77777778
20660101,111833.333333333,1670102.77777778
20660301,2519300,3237771.33333333
20660401,1190000,693250
20660601,2233333.33333333,1211634.08333333
20660701,2305000,1268519
20660801,1199166.66666667,1036678.04166667
20661101,800000,2401195.5
20661401,676666.666666667,1176131.83333333
20661701,1761999.91666667,2226000
20662001,1821500,2566449.5
20662201,1920000,1108047.91666667
20665601,4300000,6398255.25
20665701,5963333.33333333,7236326.83333333
20665801,1470000,4729136.83333333
20665901,12066666.6666667,10696934.5
20666001,2600000,2218242.08333333
20666101,4400000,5151565.41666667
20666201,1002499.75,2123712.16666667
20666301,4116666.58333333,3754269.83333333
20666401,1700000,2592241
20666501,4791666.66666667,4199552.66666667
20666601,3045999,5430215.41666667
20666801,3000000,7352527.33333333
20666901,500000,3211068.66666667
20667001,963333.333333333,1496896
20667101,1720000,2683338.66666667
20667201,1105832.75,3305588.25
20667301,1345833.33333333,3880111.66666667
20667401,1266666.66666667,2294885.16666667
20667501,2225833.25,5040074
20667601,2266666.66666667,2136590.5
20667701,3087000,3461391.66666667
20667801,5506250,3848766.66666667
20667901,800833.25,6000539.66666667
20668001,3322000,4046260.5
20668101,12002499.75,10053991.25
20668201,3637000,3447843.66666667
20668301,5853331.33333333,8172300
20668401,6125000,5744668.5
20668501,12410000,6928541.33333333
20668601,2612499.91666667,3261265.33333333
20671801,609333.333333333,727600
20672001,1919333.33333333,5390557.33333333
20672101,484166.583333333,3212513.08333333
20672201,4552666.66666667,1964584.83333333
20672301,2800000,2988653.5
20672401,4019500,3250890
20672501,4669333.33333333,1935928.58333333
20672601,2200166.66666667,1559653.33333333
20672701,1991666.66666667,1361466.66666667
20672801,1072000,502000
20672901,1048500,1324486.66666667
20673001,2458833.33333333,1764266.66666667
20673101,2436000,2143608.33333333
20673301,2109999,2989183.33333333
20673401,930000,1335547
20673601,1656333.33333333,1629100
20673701,855000,1855066.66666667
20674001,536000,767900
20674101,1146832.25,1124273.11111111
20674201,1135833.25,1452766.66666667
20674301,3274166.66666667,2842621.66666667
20674501,728000,1734029.22222222
20674601,600000,816151.555555556
20674701,1750000,2180766.66666667
20674801,2836000,2551280
20675601,2750000,1617433.33333333
20675701,3114166.58333333,2922143.16666667
20675801,2100000,4091582.16666667
20675901,1810000,3588568.33333333
20678001,NA,889900
20678101,3463333.33333333,4180684.33333333
20678201,5000000,3502995.83333333
20678301,2322000,8956085
20678401,5500000,7584901.83333333
20678501,1500833.25,2832936.66666667
20678601,5600833.25,11554506.8333333
20678701,1550000,5210260
20678801,5917499.91666667,5732203.33333333
20678901,800000,2235960.25
20679001,2350000,7110433.33333333
20679101,5300000,4612679.83333333
20679201,2408666.66666667,3182423.41666667
20679301,500000,4107358.66666667
20679401,1300000,2770607.83333333
20679501,1604465.66666667,4497033.33333333
20679601,1509999,5288066.66666667
20679701,11609998.8333333,6462416.61666667
20679801,10093332.3333333,6553900
20679901,4566666.5,4841716.66666667
20680001,2900833.25,3264800
20680101,4875949.66666667,4260980.16666667
20680201,5302499.75,2993735.16666667
20680301,4365583.33333333,4548528.66666667
20680401,3016666.66666667,4575827
20680501,2311165.66666667,4174955.83333333
20680601,8666666.66666667,8005852.16666667
20680701,29289333.3333333,7030664.33333333
20680801,3543333.33333333,5133458.5
20680901,NA,4087333.33333333
20683701,500000,1250100.44444444
20683801,1509999,2647812.08333333
20683901,6000000,4522590
20684001,8025000,5722532.20833333
20684301,1230000,953925
20684501,167800,710995
20684601,12050000,3022379.875
20684701,633916.666666667,649375
20684901,532000,585500
20685001,450000,1474268.04166667
20685201,NA,838333.333333333
20685301,1947832.08333333,1432020
20685401,13355833.25,3248133.33333333
20685601,1891500,2433758.86111111
20686001,1002499.75,1237639
20686101,515000,756000
20686501,198666.666666667,967366.666666667
20690501,85833.0833333333,3304433.33333333
20690601,9167083.33333333,10609803.25
20690701,3403000,6076166.66666667
20690801,3691666.66666667,5377290
20690901,3501666.5,2987062.16666667
20691001,12200000,6860036.83333333
20691101,7500000,9548301.83333333
20691201,5625000,5063604.5
20691301,4910832.25,6354917.66666667
20691401,14000833.25,6202200
20691501,3580999.91666667,3993595.58333333
20691601,12950000,8755595.83333333
20691701,4002499.75,4432235.16666667
20691801,14316666.6666667,6185568.5
20691901,950000,2350015.33333333
20692001,7083333.33333333,5683570.16666667
20692101,5886000,4922143.5
20692201,NA,1568661
20692301,7726666.66666667,5561076.33333333
20692401,NA,1655481.44444444
20692501,2800000,4805300
20692601,3191666.66666667,3425045.5
20692701,3728333.33333333,2335105.16666667
20692901,4000000,3376121.83333333
20711301,515000,3668323.66666667
20711401,1498500,1003122
20716701,1985833.33333333,2013653.66666667
20716801,6888666.5,5831000
20716901,1755666.66666667,2481116.66666667
20717001,752500,2099660
20717101,870833.333333333,1502791.66666667
20717201,687833.333333333,1390275
20717401,5166666.66666667,6991516.625
20717501,2570833.25,6365151.83333333
20717601,1911999.75,1853733.33333333
20717801,8777499.75,5483365.94444444
20717901,2288333.33333333,3217278.52777778
20718001,1490000,1970433.33333333
20718101,1326000,1439683.33333333
20720801,2030833.33333333,1260508.5
20720901,1700000,1115449
20721201,925000,1517280.66666667
20721401,4934666.66666667,3395157.75
20730901,7700000,6138000
20731001,5551166.66666667,6582766.66666667
20732201,9691666.66666667,6491261.83333333
